DATE,HOME_TEAM,AWAY_TEAM,HOME_GOALS,AWAY_GOALS,EXPECTED_GOALS_HOME,EXPECTED_GOALS_AWAY,TEAM_POSSESION_HOME,TEAM_POSSESION_AWAY,TOTAL_SHOTS_HOME,TOTAL_SHOTS_AWAY,SHOTS_ON_TARGET_HOME,SHOTS_ON_TARGET_AWAY,BIG_CHANCES_HOME,BIG_CHANCES AWAY,CORNERS_HOME,CORNERS_AWAY,%_PASSES_SUCCEED_HOME,%_PASSES_SUCCEED_AWAY,EXPECTED_GOALS_REMATES_À_BALIZA_HOME,EXPECTED_GOALS_REMATES_À_BALIZA_AWAY,SHOTS_OF_TARGET_HOME,SHOTS_OF_TARGET_AWAY,BLOCKED_SHOTS_HOME,BLOCKED_SHOTS_AWAY,SHOTS_INSIDE_THE_BOX_HOME,SHOTS_INSIDE_THE_BOX_AWAY,SHOTS_OUTSIDE_THE_BOX_HOME,SHOTS_OUTSIDE_THE_BOX_AWAY,SHOTS_AT_CROSSBAR_HOME,SHOTS_AT_CROSSBAR_AWAY,TOUCHES_IN_THE_OPPOSITION_AREA_HOME,TOUCHES_IN_THE_OPPOSITION_AREA_AWAY,ACCURATE_DEEP_PASSES_HOME,ACCURATE_DEEP_PASSES_AWAY,OFFSIDES_HOME,OFFSIDES_AWAY,FREE_KICK_HOME,FREE_KICK_AWAY,%_LONG_PASSES_HOME,%_LONG_PASSES_AWAY,%_PASSES_FINAL_THIRD_HOME,%_PASSES_FINAL_THIRD_AWAY,%_CROSSES_HOME,%_CROSSES_AWAY,EXPECTED_ASSISTS_HOME,EXPECTED_ASSISTS_AWAY,THROWS_HOME,THROWS_AWAY,FOULS_HOME,FOULS_AWAY,%_TACKLES_HOME,%_TACKLES_AWAY,DUELS_WON_HOME,DUELS_WON_AWAY,CLEARENCES_HOME,CLEARENCES_AWAY,INTERCEPTIONS_HOME,INTERCEPTIONS_AWAY,ERRORS_THAT_LEAD_TO_SHOTS_HOME,ERRORS_THAT_LEAD_TO_SHOTS_AWAY,ERROS_THAT_LEAD_TO_GOAL_HOME,ERROS_THAT_LEAD_TO_GOAL_AWAY,EXPECTED_GOALS_ON_TARGET_FACED_HOME,EXPECTED_GOALS_ON_TARGET_FACED_AWAY,GOLS_PREVENTED_HOME,GOLS_PREVENTED_AWAY
06-04-2025,Internacional,Cruzeiro,3,0,2.43,0.26,68%,32%,24,6,11,1,4,0,9,2,93%,81%,3.88,0.07,7,4,6,1,18,3,6,3,1,1,41,7,1,0,3,3,11,19,78%,42%,82%,73%,21%,38%,1.73,0.29,18,17,19,11,64%,64%,63,56,16,18,9,6,0,0,0,0,0.07,3.88,0.07,0.88
06-04-2025,Mirassol,Fortaleza,1,1,2.10,0.86,71%,29%,20,7,5,3,3,1,8,1,85%,67%,0.98,1.10,9,2,6,2,13,5,7,2,0,0,31,12,0,0,5,3,12,12,66%,43%,78%,55%,22%,50%,1.97,0.30,26,20,12,12,82%,58%,50,53,7,36,5,10,0,0,0,0,1.10,0.98,0.10,-0.02
06-04-2025,Sport Recife,Palmeiras,1,2,0.48,1.88,50%,50%,9,7,2,4,0,2,6,3,79%,78%,0.15,2.37,2,3,5,0,5,4,4,3,1,0,25,13,0,0,1,0,21,17,56%,38%,66%,53%,11%,21%,0.47,0.37,15,22,17,21,71%,57%,52,48,30,19,4,8,0,0,0,0,2.37,0.15,0.37,-0.85
06-04-2025,Vitoria,Flamengo,1,2,0.23,1.43,36%,64%,5,14,3,7,0,2,2,6,84%,90%,0.30,2.62,1,5,1,2,2,11,2,2,0,1,7,28,0,1,3,0,17,7,40%,53%,56%,80%,25%,8%,0.15,0.96,13,15,7,17,50%,71%,45,42,33,14,9,5,0,1,0,0,2.62,0.30,0.62,-0.70
06-04-2025,Atletico-MG,Sao Paulo,0,0,1.45,0.35,60%,40%,25,6,6,4,1,1,12,4,90%,80%,1.81,0.83,6,1,13,1,13,3,12,3,0,1,25,9,0,0,0,1,12,16,60%,23%,82%,57%,23%,42%,1.13,0.27,9,17,16,12,64%,53%,38,49,16,35,9,10,0,0,0,0,0.83,1.81,0.83,1.81
06-04-2025,Fluminense,RB Bragantino,2,1,2.17,0.65,45%,55%,15,17,5,5,3,0,6,6,84%,86%,2.92,1.65,7,6,3,6,14,9,1,8,1,0,25,24,0,1,1,2,12,15,52%,52%,68%,72%,44%,12%,0.47,0.67,21,21,15,12,72%,77%,53,68,28,12,12,13,0,0,0,0,1.65,2.92,0.65,0.92
06-04-2025,Botafogo RJ,Juventude,2,0,1.54,0.50,57%,43%,16,14,6,3,1,0,3,3,86%,83%,1.42,0.35,7,7,3,4,13,5,3,9,1,1,35,16,0,1,1,5,7,14,64%,56%,76%,68%,33%,13%,1.35,0.53,13,22,14,7,100%,58%,30,46,19,19,9,13,0,0,0,0,0.35,1.42,0.35,-0.58
05-04-2025,Ceara,Gremio,2,0,1.42,0.80,38%,62%,12,12,6,3,3,1,3,10,74%,81%,2.28,0.61,5,5,1,4,6,5,6,7,1,0,21,19,0,0,3,3,18,9,45%,42%,66%,74%,24%,19%,0.75,0.71,14,21,9,18,52%,78%,51,58,27,21,7,10,1,0,0,0,0.61,2.28,0.61,0.28
05-04-2025,Corinthians,Vasco,3,0,1.41,0.58,53%,47%,6,10,3,3,3,0,0,4,89%,87%,1.58,0.72,2,6,1,1,6,6,0,4,0,1,14,10,0,0,1,1,16,18,66%,46%,81%,83%,30%,21%,0.87,0.69,15,12,18,16,45%,76%,31,54,16,9,7,11,0,0,0,0,0.72,1.58,0.72,-0.42
01-04-2025,RB Bragantino,Ceara,2,2,1.42,0.84,62%,38%,18,13,7,6,2,2,9,2,83%,71%,2.10,1.14,6,6,5,1,11,6,7,7,0,0,27,13,0,1,2,1,13,14,49%,36%,72%,55%,28%,33%,1.26,0.70,16,19,14,13,69%,75%,50,53,30,39,8,11,0,0,0,0,1.14,2.10,-0.86,0.10
31-03-2025,Bahia,Corinthians,1,1,1.39,0.79,42%,58%,14,9,5,4,3,1,3,5,87%,91%,1.48,1.41,6,3,3,2,12,4,2,5,0,0,26,5,1,1,1,1,15,16,53%,69%,83%,83%,14%,9%,1.77,0.71,12,21,16,15,74%,33%,56,49,18,19,9,10,0,0,0,0,1.41,1.48,0.41,0.48
30-03-2025,Vasco,Santos,2,1,1.41,1.85,53%,47%,12,11,5,2,4,2,2,3,86%,86%,2.04,0.33,6,5,1,4,8,9,4,2,0,0,18,24,0,1,1,0,12,11,63%,60%,82%,77%,33%,20%,0.80,0.82,24,23,11,12,75%,67%,58,51,33,15,10,10,0,0,1,0,0.33,2.04,-0.67,0.04
30-03-2025,Palmeiras,Botafogo RJ,0,0,1.37,0.93,58%,42%,13,13,3,5,2,0,2,2,89%,80%,0.49,0.71,6,5,4,3,7,10,6,3,0,0,22,28,0,0,1,0,22,18,56%,46%,75%,63%,30%,36%,0.55,0.79,20,21,18,22,54%,80%,53,58,25,31,7,13,1,0,0,0,0.71,0.49,0.71,0.49
30-03-2025,Flamengo,Internacional,1,1,1.70,0.24,62%,38%,19,5,5,1,4,1,4,2,89%,79%,1.47,0.24,11,1,3,3,13,2,6,3,1,0,23,6,0,0,5,1,17,10,70%,43%,73%,62%,50%,22%,0.87,0.29,17,20,10,17,88%,50%,58,48,8,20,3,8,0,1,0,0,0.24,1.47,-0.76,0.47
29-03-2025,Cruzeiro,Mirassol,2,1,1.15,1.69,44%,56%,8,16,2,6,2,2,2,6,77%,82%,1.65,1.73,5,5,1,5,5,10,3,6,0,0,11,22,0,1,1,2,21,18,42%,51%,66%,64%,44%,31%,0.58,0.91,23,24,18,21,61%,85%,52,59,32,11,15,15,0,0,0,0,1.73,1.65,0.73,-0.35
29-03-2025,Fortaleza,Fluminense,2,0,0.90,0.82,30%,70%,5,15,3,1,1,1,4,5,77%,91%,1.36,0.03,2,9,0,5,3,7,2,8,0,0,10,17,0,0,4,1,5,16,30%,50%,58%,80%,22%,22%,0.33,0.77,13,19,16,5,38%,73%,43,43,24,21,10,12,0,1,0,1,0.03,1.36,0.03,-0.64
29-03-2025,Gremio,Atletico-MG,2,1,0.83,2.28,32%,68%,12,22,5,7,1,7,1,11,74%,85%,1.42,3.01,4,5,3,10,4,15,8,7,0,0,15,33,0,2,1,4,5,19,38%,53%,55%,78%,36%,13%,0.17,2.30,18,19,19,5,59%,67%,47,54,44,23,10,10,1,0,0,0,3.01,1.42,2.01,-0.58
29-03-2025,Juventude,Vitoria,2,0,0.77,0.51,36%,64%,9,14,4,5,1,1,3,5,79%,85%,1.50,0.23,3,3,2,6,8,7,1,7,0,0,12,17,2,0,0,0,16,16,43%,44%,65%,71%,17%,13%,0.45,0.45,22,30,16,16,39%,42%,51,60,35,16,12,4,0,1,0,0,0.23,1.50,0.23,-0.50
29-03-2025,Sao Paulo,Sport Recife,0,0,2.23,0.30,64%,36%,16,8,3,1,2,1,6,2,87%,78%,0.27,0.22,11,4,2,3,11,3,5,5,1,0,25,5,0,1,1,2,21,17,39%,48%,71%,57%,35%,0%,1.17,0.30,28,17,17,21,60%,71%,52,53,10,31,6,5,1,0,0,0,0.22,0.27,0.22,0.27
